Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,SalePrice
741,4,1,3,3,0,4,0,17,2,2,0,5,5,1910,2002,1,0,13,15,3,2,0,1,0,3,5,0,5,264,1,0,1,4,768,664,1432,2,3,7,6,5,1910.0,2,2,360,4,2,2,8,0,132000
742,3,1,0,3,0,4,0,19,1,2,0,2,6,1961,1996,3,0,6,6,3,2,1,3,3,2,2,832,5,912,1,2,1,4,912,0,912,1,2,5,6,5,1962.0,2,1,288,4,4,2,8,4,142000
743,3,1,3,3,0,4,0,20,2,2,0,2,7,2000,2001,1,0,12,13,3,4,2,2,3,3,5,0,5,1349,1,0,1,4,1349,0,1349,2,3,6,6,1,2000.0,2,2,539,4,4,2,8,4,179000
744,3,1,0,3,0,4,0,19,2,2,0,7,5,1963,1999,1,0,6,6,3,4,1,2,3,0,0,444,5,520,1,0,1,4,1464,0,1464,2,3,6,3,1,1997.0,1,2,480,4,4,2,8,4,175000
745,3,1,0,1,0,4,0,22,2,2,4,2,8,1993,1993,1,0,6,6,2,4,2,2,3,3,2,733,5,1337,1,2,1,4,1337,0,1337,2,2,5,6,1,1993.0,1,2,462,4,4,2,8,4,180000
746,3,1,0,3,0,4,0,14,2,2,0,5,8,1976,1996,3,0,12,13,0,2,1,3,1,3,2,575,0,1142,1,0,1,4,1175,1540,2715,3,2,11,6,3,1994.0,0,2,831,4,4,2,8,4,299800
747,3,1,0,3,0,4,0,8,2,2,0,5,7,2000,2000,1,0,12,13,2,4,2,2,3,3,2,300,5,952,1,0,1,4,980,1276,2256,2,2,8,6,3,2000.0,0,2,554,4,4,2,8,4,236000
748,4,1,0,3,0,0,0,17,2,2,0,5,7,1880,2003,4,0,11,12,2,4,4,3,0,3,5,0,5,1240,2,4,0,4,1320,1320,2640,1,2,8,6,5,1950.0,2,4,864,4,4,0,8,4,265979
749,3,1,0,3,0,4,0,15,2,2,0,2,7,1996,1996,3,0,12,13,2,4,2,2,3,3,2,919,5,1720,1,0,1,4,1720,0,1720,2,2,7,6,1,1996.0,0,2,527,4,4,2,8,4,260400
750,3,1,3,3,0,4,0,7,2,2,0,0,4,1945,1950,1,0,14,15,3,4,3,3,3,3,5,0,5,0,5,4,0,1,1088,441,1529,2,3,9,4,5,1945.0,2,1,240,4,4,0,8,4,98000
751,4,1,3,3,0,0,0,17,2,2,0,0,4,1910,2004,1,0,13,14,3,4,0,3,0,3,5,0,5,576,1,2,1,4,792,348,1140,1,3,7,3,1,1978.5061638868744,2,0,0,4,4,0,8,4,96500
752,3,1,3,3,0,4,0,8,6,2,0,5,7,2003,2003,1,0,12,13,2,4,2,2,3,3,5,0,5,660,1,0,1,4,660,660,1320,2,2,6,6,1,2003.0,0,2,400,4,4,2,8,4,162000
753,3,1,0,3,0,4,0,5,2,2,0,2,6,1997,1997,1,0,12,13,3,2,2,2,3,1,2,1200,5,1479,1,0,1,4,1494,0,1494,2,2,6,6,1,1997.0,1,2,576,4,4,2,8,4,217000
754,3,1,3,3,0,4,0,16,2,2,0,5,8,2005,2005,1,0,12,13,2,4,2,2,3,2,5,0,5,1030,1,2,1,4,1038,1060,2098,2,0,8,6,1,2005.0,1,3,878,4,4,2,8,4,275500
755,3,1,3,3,0,4,0,12,2,2,0,2,6,1969,2005,1,0,9,10,3,4,1,3,3,3,2,439,3,1026,1,2,1,4,1026,0,1026,1,2,5,6,5,1969.0,1,2,440,4,4,2,8,4,156000
756,1,1,3,3,0,4,0,21,2,2,4,5,6,1999,1999,1,0,8,8,3,4,2,2,3,3,2,381,5,729,1,2,1,4,742,729,1471,2,3,6,6,5,1999.0,2,2,440,4,4,2,8,4,172500
757,3,1,0,3,0,4,0,5,2,2,0,5,8,2007,2007,1,0,12,13,2,4,2,2,3,0,2,20,5,866,1,0,1,4,866,902,1768,2,2,7,6,1,2007.0,1,2,578,4,4,2,8,4,212000
758,3,1,0,3,0,1,0,19,2,2,0,5,6,1978,1978,3,0,6,6,3,4,1,3,3,2,4,438,5,672,1,4,1,4,672,714,1386,2,3,6,6,1,1978.0,0,2,440,4,4,2,8,0,158900
759,1,1,3,3,0,4,0,21,2,2,3,5,7,1999,1999,1,0,8,8,3,4,2,2,3,3,0,549,5,744,1,2,1,4,757,744,1501,2,3,6,6,5,1999.0,2,2,440,4,4,2,8,4,179400
760,3,1,0,3,0,4,0,15,2,2,0,5,8,1995,1995,1,0,12,13,2,4,2,2,3,0,3,56,0,1318,1,0,1,4,1328,1203,2531,2,2,9,6,1,1995.0,1,3,752,4,4,2,8,4,290000
761,3,1,3,3,0,4,0,12,2,2,0,2,6,1959,1959,3,0,13,14,3,4,1,3,3,3,4,612,5,864,1,0,1,4,864,0,864,1,3,5,6,5,2008.0,2,1,300,0,0,2,8,4,127500
762,4,1,3,3,0,2,0,3,1,2,0,2,5,1924,1950,1,0,13,14,3,4,2,3,3,2,3,405,5,1145,1,4,1,4,1301,0,1301,1,1,5,2,5,1965.0,2,2,440,4,4,2,8,4,100000
763,1,1,3,3,0,4,0,21,2,2,0,5,7,2009,2009,1,0,12,13,3,4,2,2,3,2,2,24,5,756,1,0,1,4,764,783,1547,2,2,7,6,1,2009.0,2,2,614,4,4,2,2,4,215200
764,3,1,3,3,0,4,0,15,2,2,0,5,8,1999,1999,1,0,12,13,2,4,2,2,3,2,2,1163,5,1252,1,0,1,4,1268,1097,2365,2,2,8,6,1,1999.0,1,3,856,4,4,2,8,4,337000
765,3,1,0,3,0,1,0,24,2,2,4,2,8,1995,1996,3,0,3,3,2,2,2,2,1,0,3,437,2,1494,1,0,1,4,1494,0,1494,1,0,6,6,1,1995.0,0,2,481,4,4,2,8,4,270000
766,3,1,0,3,0,4,0,21,2,2,0,2,9,2008,2008,1,0,12,13,2,4,2,2,3,3,5,0,5,1498,1,0,1,4,1506,0,1506,2,0,6,6,1,2008.0,0,2,592,4,4,2,6,5,264132
767,3,1,3,3,0,4,0,14,2,2,0,5,7,1988,1988,1,0,6,6,3,4,1,2,3,3,2,394,5,980,1,4,1,4,980,734,1714,2,3,7,6,1,1988.0,2,2,496,4,4,2,8,4,196500
768,3,1,0,3,0,4,0,11,2,2,0,0,6,1940,1985,1,0,12,13,3,4,1,2,3,2,0,660,5,983,1,0,1,4,983,767,1750,2,3,7,4,1,1989.0,2,1,423,4,4,2,8,4,160000
769,3,1,3,3,0,4,0,5,2,2,0,2,7,2004,2005,3,0,12,13,2,4,2,2,3,3,2,24,5,1860,1,0,1,4,1836,0,1836,2,2,8,6,1,2004.0,0,2,484,4,4,2,8,4,216837
771,3,1,0,3,0,1,0,19,2,2,0,6,5,1982,1982,3,0,13,14,3,4,1,2,3,0,2,685,5,858,1,4,1,4,858,0,858,1,3,5,6,5,1983.0,2,2,576,4,4,2,8,4,134900
772,3,1,3,3,0,4,0,7,2,2,0,2,4,1951,1951,1,0,13,14,3,4,1,1,0,3,3,836,5,836,1,4,1,1,1220,0,1220,1,3,6,6,5,1951.0,2,2,396,4,4,2,0,4,102000
773,3,1,3,3,0,4,0,7,2,2,0,7,6,1976,1976,1,0,9,10,3,4,1,3,3,0,0,422,1,1029,1,4,1,4,1117,0,1117,1,3,6,6,5,1976.0,2,2,672,4,4,2,8,0,107000
774,3,1,3,3,0,4,0,12,1,2,0,2,5,1958,1958,1,0,13,14,3,4,1,3,3,3,4,456,5,912,1,0,1,0,912,0,912,1,3,5,6,1,1958.0,1,1,275,4,4,2,0,4,114500
775,3,1,3,3,0,0,0,16,2,2,0,2,8,2006,2006,3,0,12,13,2,4,2,2,3,0,5,0,5,1935,1,2,1,4,1973,0,1973,2,2,9,6,1,2006.0,0,3,895,4,4,2,6,5,395000
776,4,1,3,3,0,2,0,11,2,2,4,2,6,1998,1998,3,0,12,13,3,4,2,0,3,3,2,866,5,1204,1,0,1,4,1204,0,1204,2,3,5,6,1,1998.0,0,2,412,4,4,2,8,4,162000
777,3,1,0,3,0,4,0,5,2,2,0,2,7,2005,2006,1,0,12,13,2,4,2,2,3,0,2,20,5,1614,1,0,1,4,1614,0,1614,2,2,7,6,1,2005.0,1,3,865,4,4,2,6,5,221500
778,3,1,0,3,0,4,0,19,2,2,0,2,5,1974,1974,3,0,6,10,3,4,1,3,3,3,0,762,5,864,1,4,1,4,894,0,894,1,3,5,6,1,1974.0,2,2,440,4,4,2,8,4,142500
779,2,1,3,3,0,4,0,20,1,2,2,2,5,1977,1977,1,0,9,10,3,4,3,3,3,3,5,0,5,0,1,4,1,4,2020,0,2020,2,3,10,6,5,1977.0,2,2,630,4,4,2,8,4,144000
780,3,1,3,3,0,4,0,11,2,2,2,6,6,1977,1977,1,0,9,7,3,4,1,2,3,1,2,975,5,975,1,4,1,4,1004,0,1004,1,3,4,6,1,1977.0,2,2,504,4,4,2,8,4,135000
781,3,1,3,3,0,4,0,8,2,2,0,2,7,1995,1996,1,0,6,6,3,4,2,2,1,3,5,0,5,1237,1,2,1,4,1253,0,1253,2,3,6,6,1,1995.0,0,2,402,4,4,2,8,4,176000
782,3,1,3,3,0,4,0,20,2,2,0,5,6,1992,1992,1,0,12,13,2,2,2,2,3,3,0,387,5,761,1,0,1,4,810,793,1603,2,2,7,6,1,1992.0,1,2,484,4,4,2,8,4,175900
783,3,1,1,3,0,4,0,5,2,2,0,2,7,2001,2002,1,0,12,13,2,4,2,2,3,3,5,0,5,1413,1,0,1,4,1430,0,1430,2,2,6,6,1,2001.0,1,2,605,4,4,2,8,4,187100
784,3,1,0,3,0,0,0,11,2,2,0,6,5,1978,1978,1,0,9,10,3,2,2,2,3,0,2,1097,5,1097,1,0,1,4,1110,0,1110,1,2,4,6,1,1978.0,0,2,602,4,4,2,8,4,165500
785,4,1,3,3,0,4,0,17,2,2,0,4,6,1914,2001,1,0,13,15,3,4,1,3,3,3,5,0,5,742,1,0,1,4,742,742,1484,2,3,9,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,128000
786,3,1,3,3,0,4,0,14,1,2,0,2,6,1967,1967,1,0,3,14,3,4,1,3,3,3,4,251,3,1372,1,4,1,4,1342,0,1342,2,3,7,6,1,1967.0,2,2,457,4,4,2,8,4,161500
787,4,1,3,3,0,4,0,17,0,2,0,0,5,1915,1950,1,0,8,8,3,2,2,1,3,3,3,686,5,686,1,4,1,4,966,686,1652,2,3,7,6,5,1961.0,2,1,416,4,4,2,8,4,139000
788,3,1,0,3,0,4,0,20,2,2,0,5,7,2004,2004,1,0,12,13,2,4,2,2,3,3,2,656,5,956,1,0,1,4,956,1128,2084,2,2,8,6,3,2004.0,1,2,618,4,4,2,8,4,233000
789,4,1,3,3,0,0,0,17,2,2,0,2,4,1954,2000,1,0,8,8,3,4,1,3,3,3,5,0,5,901,1,0,1,4,901,0,901,1,3,4,6,5,1954.0,2,1,281,1,4,2,8,4,107900
790,3,1,0,2,0,4,0,4,2,2,0,5,6,1966,2007,1,0,6,6,3,4,1,3,0,1,3,568,5,832,1,2,1,4,976,1111,2087,2,2,9,6,1,1966.0,0,2,444,4,4,2,8,4,187500
791,3,1,3,3,0,4,0,0,2,2,4,2,7,2005,2006,1,0,12,13,2,4,2,2,3,3,2,16,5,1145,1,0,1,4,1145,0,1145,2,2,5,6,1,2005.0,0,2,397,4,4,2,8,4,160200
792,3,1,0,3,0,0,0,11,2,2,0,7,6,1976,1976,1,0,6,6,3,4,2,2,3,0,0,539,5,1029,1,4,1,4,1062,0,1062,1,3,5,6,1,1976.0,1,2,539,4,4,2,8,4,146800
793,3,1,0,3,0,1,0,15,2,2,0,5,7,1996,1997,1,0,8,8,2,4,2,2,3,0,2,862,5,1117,1,0,1,4,1127,886,2013,2,3,8,6,1,1997.0,2,2,455,4,4,2,8,4,269790
794,3,1,3,3,0,4,0,21,2,2,0,2,8,2007,2007,1,0,5,5,2,4,2,2,3,0,5,0,5,1496,1,0,1,4,1496,0,1496,2,2,7,6,1,2007.0,0,2,474,4,4,2,6,5,225000
795,3,1,0,3,0,0,0,8,2,2,0,5,7,1994,1996,1,0,8,8,2,4,2,2,3,3,5,0,5,712,1,0,1,4,1086,809,1895,2,2,7,6,1,1994.0,0,2,409,4,4,2,8,4,194500
796,3,1,3,3,0,4,0,20,2,2,0,5,6,1980,1981,1,0,6,6,3,4,1,2,3,3,5,0,5,650,1,4,1,4,888,676,1564,2,3,7,6,1,1980.0,2,2,476,4,4,2,8,4,171000
797,3,1,3,3,0,4,0,19,2,2,0,2,6,1977,1977,1,0,9,10,3,4,1,3,3,3,5,0,5,660,1,0,1,4,1285,0,1285,1,3,7,6,1,1977.0,1,2,528,4,4,2,8,4,143500
798,3,1,3,3,0,4,0,12,2,2,0,2,5,1953,1953,1,0,12,13,3,4,1,3,3,3,1,570,5,773,1,2,1,4,773,0,773,1,3,4,6,1,1953.0,2,1,240,4,4,2,8,0,110000
800,3,1,3,3,0,0,0,18,1,2,0,0,5,1937,1950,1,0,13,14,3,4,0,2,3,3,0,569,5,731,1,0,1,4,981,787,1768,1,2,7,6,5,1939.0,2,1,240,4,4,2,8,4,175000
801,3,1,0,1,0,4,1,4,1,2,0,5,6,1997,1997,1,0,12,13,3,4,2,2,3,1,2,462,5,616,1,2,1,4,616,1072,1688,2,2,8,6,1,1997.0,1,2,603,4,4,2,8,4,200000
802,4,1,3,3,0,4,0,9,2,2,0,2,4,1916,1990,1,0,8,8,3,4,1,3,3,3,3,197,5,1196,1,0,1,0,1196,0,1196,1,3,5,6,5,1957.0,2,2,440,4,4,2,8,4,109900
803,3,1,3,3,0,4,0,5,2,2,0,5,7,2005,2005,1,0,14,15,2,4,2,2,3,0,2,648,5,728,1,0,1,4,728,728,1456,2,2,7,6,1,2005.0,0,2,410,4,4,2,8,4,189000
805,3,1,3,3,0,4,0,12,2,2,0,2,5,1954,1954,1,0,13,14,3,4,1,3,3,3,3,812,5,936,1,4,1,4,1128,0,1128,1,3,5,2,1,1954.0,2,1,286,4,4,2,8,3,118000
806,3,1,0,3,0,2,0,21,2,2,0,2,7,2008,2008,1,0,12,13,2,4,2,2,3,3,5,0,5,1417,1,0,1,4,1428,0,1428,2,0,6,6,1,2008.0,1,2,554,4,4,2,6,5,227680
807,3,1,3,3,0,4,0,12,2,2,0,7,5,1967,1967,1,0,12,13,3,4,2,3,3,0,0,400,4,980,1,2,1,4,980,0,980,2,3,6,6,1,1967.0,0,1,384,4,4,2,8,4,135500
809,3,1,3,3,0,4,0,12,2,2,0,7,5,1966,1966,1,0,12,13,3,4,1,3,3,0,0,516,1,1024,1,4,1,4,1086,0,1086,1,3,6,6,1,1966.0,1,2,484,4,4,2,8,4,159950
810,4,1,3,3,0,0,0,17,2,2,0,4,5,1898,1965,3,0,0,0,3,4,2,3,3,3,5,0,5,849,1,4,0,0,1075,1063,2138,2,3,11,6,5,1910.0,2,2,360,1,3,0,8,4,106000
811,3,1,3,3,0,4,0,14,2,2,0,2,6,1974,1999,3,0,6,6,3,4,1,3,3,3,0,663,3,1040,1,1,1,4,1309,0,1309,1,2,5,6,1,1974.0,1,2,484,4,4,2,8,4,181000
812,4,1,3,3,0,4,0,5,2,2,4,2,6,2004,2004,1,0,12,13,2,4,2,2,3,1,2,662,5,848,1,0,1,4,848,0,848,1,2,4,6,1,2004.0,0,2,420,4,4,2,3,4,144500
813,0,0,3,0,0,4,1,9,2,2,0,2,5,1952,1952,3,0,13,14,1,4,1,3,3,0,5,0,5,540,1,4,0,0,1044,0,1044,1,1,4,6,2,1952.0,2,2,504,4,4,0,8,2,55993
814,3,1,3,3,0,4,0,12,2,2,0,2,6,1958,1958,1,0,8,8,3,4,1,3,3,3,4,608,5,1442,1,2,1,4,1442,0,1442,1,3,7,6,1,1958.0,1,1,301,4,4,2,0,4,157900
815,3,1,3,3,0,4,0,7,2,2,0,0,5,1918,1950,1,0,11,12,3,4,0,3,3,3,5,0,5,686,2,2,1,4,686,564,1250,1,1,7,6,5,1955.0,2,1,280,4,4,1,8,4,116000
816,3,1,1,3,0,1,0,5,2,2,0,2,7,1998,1998,1,0,12,13,3,4,2,2,3,3,5,0,5,1649,1,0,1,4,1661,0,1661,2,2,6,6,1,1998.0,1,2,598,4,4,2,8,4,224900
817,3,1,0,3,0,0,0,12,2,2,0,2,5,1954,1954,1,0,3,3,3,4,1,3,3,3,1,486,5,1008,1,2,1,4,1008,0,1008,1,3,4,6,1,1954.0,1,1,275,4,4,2,8,4,137000
818,3,1,0,3,0,1,0,11,2,2,0,2,8,2002,2002,3,0,5,5,2,4,2,2,3,3,2,1218,5,1568,1,0,1,4,1689,0,1689,2,2,7,6,1,2002.0,1,3,857,4,4,2,8,4,271000
819,3,1,3,3,0,4,0,4,2,2,0,7,6,1971,1971,1,0,6,6,3,4,1,3,3,0,2,504,5,1010,1,2,1,4,1052,0,1052,1,3,6,6,1,1971.0,2,2,440,4,4,2,8,4,155000
820,3,1,0,3,0,4,0,16,2,2,4,2,7,2009,2010,1,0,12,13,2,4,2,2,3,2,2,733,5,1358,1,0,1,4,1358,0,1358,2,2,6,6,1,2010.0,1,2,484,4,4,2,6,5,224000
821,3,1,0,3,0,1,0,5,2,2,0,5,7,2003,2003,1,0,12,13,2,4,2,2,3,3,5,0,5,798,1,0,1,4,798,842,1640,2,2,6,6,1,2003.0,1,2,595,4,4,2,8,4,183000
822,4,1,3,0,0,4,1,17,2,2,1,2,4,1953,1953,1,0,8,8,1,4,1,1,3,3,5,0,5,936,1,4,0,4,936,0,936,1,3,4,3,5,1974.0,2,2,576,4,4,2,8,4,93000
823,3,1,0,3,0,0,0,8,2,2,0,5,7,2003,2003,1,0,12,13,2,4,2,2,3,1,5,0,5,847,1,0,1,4,847,886,1733,2,2,7,6,3,2003.0,0,2,433,4,4,2,8,3,225000
824,3,1,3,3,0,4,0,18,2,2,0,0,6,1940,1950,1,0,12,13,3,4,0,3,3,3,5,0,5,778,1,4,1,4,944,545,1489,2,3,7,6,5,1940.0,2,1,240,4,4,2,8,4,139500
825,1,1,3,3,0,4,0,21,2,2,0,2,8,2006,2006,1,0,12,13,2,4,2,2,1,3,5,0,5,1489,1,0,1,4,1489,0,1489,2,2,7,6,1,2006.0,1,2,776,4,4,2,6,5,232600
827,4,1,3,3,0,4,0,3,2,2,0,1,5,1924,1950,1,0,8,8,3,4,0,3,3,3,0,784,5,784,1,2,1,4,784,0,784,1,2,5,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,109500
828,3,1,0,3,0,4,0,20,2,2,0,2,7,2001,2001,1,0,12,13,2,4,2,2,3,3,2,20,5,1454,1,0,1,4,1434,0,1434,2,2,6,6,1,2001.0,1,2,527,4,4,2,8,4,189000
829,3,1,1,2,0,1,2,4,2,2,0,5,5,1967,1967,0,4,9,10,3,4,2,3,1,1,3,249,0,1013,1,4,1,4,1160,966,2126,2,3,7,3,1,1967.0,0,2,538,4,4,2,8,0,185000
830,1,1,3,3,0,4,0,21,2,2,3,5,7,2005,2005,1,0,8,8,2,4,2,2,3,3,5,0,5,600,1,0,1,4,520,623,1223,2,2,4,6,5,2005.0,1,2,480,4,4,2,8,4,147400
831,3,1,0,3,0,0,0,12,2,2,0,2,6,1957,1957,1,0,6,6,3,4,1,3,3,3,4,1040,5,1392,1,4,1,0,1392,0,1392,1,3,6,6,1,1957.0,1,2,458,4,4,2,8,4,166000
832,1,1,3,3,0,4,0,21,2,2,4,5,7,2005,2005,1,0,8,8,3,4,2,2,3,3,5,0,5,600,1,0,1,4,520,600,1200,2,2,4,6,5,2005.0,1,2,480,4,4,2,8,4,151000
833,3,1,0,3,0,1,0,5,2,2,0,5,7,2003,2003,1,0,12,13,2,4,2,2,3,3,2,483,5,941,1,0,1,4,941,888,1829,2,2,7,6,1,2003.0,1,2,613,4,4,2,8,4,237000
834,3,1,3,3,0,4,0,12,2,2,0,2,6,1964,1964,1,0,6,10,3,4,1,3,3,3,4,196,1,1516,1,4,1,4,1516,0,1516,1,3,6,6,1,1964.0,1,2,472,4,4,2,8,4,167000
835,3,1,3,3,0,4,0,12,2,2,0,2,5,1961,1961,1,0,12,13,3,4,1,3,3,3,4,572,5,1144,1,2,1,4,1144,0,1144,1,3,6,6,1,1961.0,2,2,456,4,4,2,8,4,139950
836,3,1,3,3,0,4,0,19,2,2,0,2,4,1950,1995,1,0,12,6,3,4,1,2,3,3,1,442,5,1067,1,4,1,4,1067,0,1067,2,2,4,3,1,1996.0,2,2,436,4,4,2,8,4,128000
837,4,1,3,3,0,4,0,17,2,2,0,2,5,1948,1973,1,0,12,13,3,4,0,3,3,3,4,338,5,1559,1,2,1,4,1559,0,1559,1,3,5,3,5,1948.0,2,2,812,4,4,2,0,4,153500
838,4,1,3,3,0,4,0,2,2,2,3,5,6,1973,1973,1,0,6,6,3,4,1,3,3,3,1,330,5,483,1,4,1,4,483,504,987,1,3,5,6,5,1973.0,2,1,264,4,4,2,8,4,100000
839,3,1,3,3,0,4,0,5,2,2,0,2,5,1995,2006,1,0,12,13,3,4,2,2,3,3,5,0,5,1099,1,0,1,4,1099,0,1099,1,2,6,6,1,1999.0,2,1,352,4,4,2,8,4,144000
840,3,1,3,3,0,4,0,7,2,2,0,0,5,1946,1995,1,0,8,8,3,4,1,3,3,3,1,352,5,768,1,0,1,4,768,432,1200,1,3,6,6,5,1946.0,2,1,240,4,4,2,8,4,130500
841,2,1,0,3,0,4,0,18,2,2,0,5,6,1925,1950,1,0,13,14,3,4,0,3,3,3,1,156,5,672,1,4,0,4,810,672,1482,2,1,7,6,5,1934.0,2,1,400,4,4,1,8,4,140000
842,4,1,3,3,0,4,0,17,2,2,0,5,5,1904,2002,1,0,8,8,3,4,2,3,3,3,5,0,5,650,1,2,1,4,958,581,1539,2,2,8,6,5,1983.0,2,2,686,2,4,1,8,4,157500
843,3,1,3,3,0,4,0,12,2,2,0,7,6,1966,1966,1,0,6,6,3,4,1,3,3,1,4,312,0,1127,1,4,1,4,1165,0,1165,1,3,6,6,1,1966.0,1,2,490,2,2,2,8,4,174900
844,3,1,3,3,0,0,0,12,0,2,2,2,5,1961,1961,1,0,3,3,3,4,1,3,3,3,5,0,5,1800,1,0,0,4,1800,0,1800,2,3,10,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,141000
845,4,1,0,3,0,4,0,17,0,2,0,0,5,1915,1950,1,0,13,14,3,4,0,3,3,2,5,0,5,876,1,2,1,4,876,540,1416,1,3,7,6,5,1949.0,2,3,720,4,4,2,8,4,153900
846,3,1,0,3,0,1,0,19,5,2,0,6,5,1975,1981,1,0,6,6,3,4,1,2,3,1,0,1390,5,1390,1,4,1,4,1701,0,1701,2,3,6,3,2,1975.0,0,2,611,4,4,2,8,4,171000
847,3,1,3,3,0,4,0,20,2,2,0,5,7,1993,1993,1,0,6,6,2,4,2,2,3,3,0,513,5,740,1,0,1,4,1006,769,1775,2,2,7,6,1,1993.0,2,2,425,4,4,2,8,4,213000
848,3,1,0,3,0,1,0,5,2,2,0,2,5,1972,1972,1,0,6,10,3,4,1,3,3,0,1,460,5,864,1,0,1,4,864,0,864,1,3,5,6,1,1972.0,2,1,338,4,4,2,8,4,133500
849,3,1,1,0,0,4,0,4,2,2,0,0,6,1908,1997,1,0,13,14,3,4,0,3,3,3,5,0,5,907,1,4,1,4,1307,1051,2358,3,3,10,6,5,1908.0,2,2,360,1,4,2,8,4,240000
850,3,1,3,3,0,2,0,24,1,2,0,7,6,1976,1994,3,0,9,10,2,2,1,3,3,3,5,0,5,528,1,0,1,4,1094,761,1855,2,3,7,6,1,1976.0,1,2,512,4,4,2,8,4,187000
851,4,1,3,3,0,4,0,5,2,2,4,2,6,2003,2003,1,0,12,13,2,4,2,2,3,0,2,659,5,848,1,0,1,4,848,0,848,1,2,3,6,1,2003.0,0,2,420,4,4,2,8,4,131500
852,3,1,3,3,0,4,0,0,2,2,4,2,8,2003,2003,1,0,12,13,2,4,2,2,3,1,5,0,5,1273,1,0,1,4,1456,0,1456,2,2,7,6,1,2003.0,0,2,400,4,4,2,8,4,215000
853,3,1,3,3,0,4,0,6,2,2,0,4,7,1941,1950,1,0,8,8,3,2,1,3,3,3,4,364,5,918,1,2,1,4,918,728,1646,2,3,7,6,5,1941.0,2,1,240,4,4,2,8,4,164000
854,3,1,0,3,0,0,0,12,2,2,0,7,6,1964,1964,1,0,8,6,3,2,1,3,3,1,4,564,5,1127,1,4,1,4,1445,0,1445,1,3,7,6,1,1964.0,1,2,645,4,4,2,8,4,158000
855,3,1,3,3,0,4,0,19,2,2,0,2,5,1955,1974,3,0,13,10,3,4,1,3,3,2,0,306,4,1763,1,4,1,4,1779,0,1779,1,3,6,6,1,1955.0,2,2,454,4,4,2,8,0,170000
856,3,1,0,3,0,0,0,19,2,2,0,2,5,1962,2010,1,0,6,6,3,2,1,3,3,3,0,659,5,1040,1,0,1,4,1040,0,1040,1,3,6,6,5,1962.0,2,1,260,4,4,2,8,4,127000
857,3,1,0,2,0,4,1,5,2,2,0,7,6,1978,1978,1,0,9,6,3,4,1,2,1,1,2,505,3,940,1,4,1,4,1026,0,1026,1,3,5,6,5,1981.0,2,2,576,4,1,2,8,4,147000
858,3,1,3,3,0,4,0,8,2,2,0,5,6,1994,1995,1,0,6,6,3,4,2,2,3,3,5,0,5,702,1,2,1,4,702,779,1481,2,3,6,6,1,1994.0,0,2,343,4,4,2,8,4,174000
859,3,1,3,3,0,4,0,14,2,2,0,2,7,1976,1976,1,0,6,6,3,4,1,2,3,3,5,0,5,1090,1,4,1,4,1370,0,1370,2,3,6,6,1,1976.0,1,2,479,4,4,2,8,3,152000
860,3,1,0,3,0,0,0,14,3,2,0,5,6,1968,1984,1,0,6,6,3,4,1,3,3,2,1,619,5,1054,1,4,1,4,1512,1142,2654,2,2,9,6,1,1968.0,2,2,619,4,4,2,8,4,250000
861,3,1,3,3,0,0,0,6,2,2,0,0,7,1918,1998,1,0,13,14,2,4,0,3,3,3,5,0,5,912,1,2,1,4,912,514,1426,1,2,7,6,5,1925.0,2,1,216,4,4,2,8,4,189950
862,3,1,3,3,0,4,0,19,2,2,1,2,5,1965,1965,3,0,9,6,3,4,2,3,3,2,1,841,5,1039,1,0,1,4,1039,0,1039,1,3,6,6,1,1965.0,2,2,504,4,4,2,8,4,131500
863,3,1,3,3,0,0,0,20,2,2,0,2,6,1984,1985,3,0,6,10,3,4,2,2,3,3,2,338,5,1040,1,4,1,4,1097,0,1097,2,3,6,6,1,1986.0,2,2,480,4,4,2,8,4,152000
864,3,1,3,3,0,4,0,12,2,2,0,2,5,1959,1959,3,0,3,10,3,4,1,3,3,3,1,1148,5,1148,1,4,1,4,1148,0,1148,1,3,6,6,1,1959.0,2,1,672,4,4,2,8,4,132500
865,1,1,3,3,0,4,0,21,2,2,0,2,7,2007,2008,1,0,12,13,2,4,2,0,3,3,5,0,5,1372,1,0,1,4,1372,0,1372,2,2,6,6,1,2008.0,0,2,529,4,4,2,6,5,250580
866,3,1,0,3,0,4,0,12,2,2,0,2,5,1970,1970,1,0,8,8,3,4,1,3,3,3,1,828,5,1002,1,4,1,4,1002,0,1002,1,3,5,6,5,1973.0,2,2,902,4,4,2,8,4,148500
